"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge","RewardTradePartner","PreventTaskGemming","NoTaskFiltering","EvenTaskRequirementDistribution","FixedVillageLevelForTasks","Pool","OnCompletionStartChallenges","RewardIcons","RewardIconTooltips"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_02","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_03","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_04","bg_image_village_library","Researcher","Science",72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_05","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_06","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_07","bg_image_village_library","Researcher","Science",90,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_08","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE014_PSYCHICOCTOPUS_STAGE3_JOB_09","bg_image_village_library","Researcher","Science",54,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge015_UnityQuilt","TID_CHALLENGE015_UNITYQUILT_TITLE","Farmers","ChallengeCart",100,"Academy",,,"ChallengeSiteCottonField",,1209600,5,,"NationCottonField",1,,,,1,"TID_CHALLENGE015_UNITYQUILT_INTRO","prefab/valley_event_unity_quilt.pfb#stage1","sc/ui.sc","sticker_farmers_wave",86400,"bg_image_valley_event_unity_quilt","TID_CHALLENGE015_UNITYQUILT_STAGE1","prefab/valley_event_unity_quilt.pfb#stage1","sc/ui.sc","sticker_farmers_working",86400,"bg_image_valley_event_unity_quilt",48,100,100,50,100,100,100,"ClothesProdArea","ClothesCrafted","CraftsDye",,,,,,,,,,,"TID_CHALLENGE015_UNITYQUILT_WIN","prefab/valley_event_unity_quilt.pfb#stage4","sc/ui.sc","sticker_farmers_celebrate","bg_image_valley_event_unity_quilt","TID_CHALLENGE015_UNITYQUILT_LOSE_STAGE1","prefab/valley_event_unity_quilt.pfb#stage1","sc/ui.sc","sticker_farmers_thankyou","bg_image_valley_event_unity_quilt",86400,"FasterNationCottonField",86400,,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE015_UNITYQUILT_STAGE2","prefab/valley_event_unity_quilt.pfb#stage2","sc/ui.sc","sticker_farmers_working",86400,"bg_image_valley_event_unity_quilt",,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_01","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,"TID_CHALLENGE015_UNITYQUILT_LOSE_STAGE2","prefab/valley_event_unity_quilt.pfb#stage2","sc/ui.sc","sticker_farmers_thankyou","bg_image_valley_event_unity_quilt",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_02","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_03","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_04","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_05","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_06","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_07","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_08","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_09","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_10","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_11","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE2_JOB_12","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE015_UNITYQUILT_STAGE3","prefab/valley_event_unity_quilt.pfb#stage3","sc/ui.sc","sticker_farmers_working",86400,"bg_image_valley_event_unity_quilt",,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,"TID_CHALLENGE015_UNITYQUILT_LOSE_STAGE3","prefab/valley_event_unity_quilt.pfb#stage3","sc/ui.sc","sticker_farmers_thankyou","bg_image_valley_event_unity_quilt",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_02","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_03","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_04","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_05","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_06","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_07","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_09","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_10","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_11","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE015_UNITYQUILT_STAGE3_JOB_12","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge016_SlingshotShenanigans","TID_CHALLENGE016_SLINGSHOTSHENANIGANS_TITLE","ToyMaker","ChallengeCart",100,"Academy",,,"ChallengeSiteToyWorkshop",,1209600,7,,"NationToyWorkshop",1,,,,1,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_INTRO","prefab/valley_event_slingshot_shenanigans.pfb#stage1","sc/ui.sc","sticker_toymaker_wave",86400,"bg_image_valley_event_slingshot_shenanigangs","TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE1","prefab/valley_event_slingshot_shenanigans.pfb#stage1","sc/ui.sc","sticker_toymaker_working",86400,"bg_image_valley_event_slingshot_shenanigangs",30,100,100,100,100,100,100,"ConstructionBasic",,,,,,,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_WIN","prefab/valley_event_slingshot_shenanigans.pfb#stage4","sc/ui.sc","sticker_toymaker_celebrate","bg_image_valley_event_slingshot_shenanigangs","TID_CHALLENGE016_SLINGSHOTSHENANIGANS_LOSE_STAGE1","prefab/valley_event_slingshot_shenanigans.pfb#stage1","sc/ui.sc","sticker_toymaker_thankyou","bg_image_valley_event_slingshot_shenanigangs",86400,"FasterNationToyWorkshop",86400,,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE2","prefab/valley_event_slingshot_shenanigans.pfb#stage2","sc/ui.sc","sticker_toymaker_working",86400,"bg_image_valley_event_slingshot_shenanigangs",60,100,100,40,100,100,100,,,,,,,,,,,,,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_LOSE_STAGE2","prefab/valley_event_slingshot_shenanigans.pfb#stage2","sc/ui.sc","sticker_toymaker_thankyou","bg_image_valley_event_slingshot_shenanigangs",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3","prefab/valley_event_slingshot_shenanigans.pfb#stage3","sc/ui.sc","sticker_toymaker_working",86400,"bg_image_valley_event_slingshot_shenanigangs",,,,,,,,,,,21600,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_01","bg_image_village_resource_clay","Claydigger","Coins",378,,,28,,,,,,,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_LOSE_STAGE3","prefab/valley_event_slingshot_shenanigans.pfb#stage3","sc/ui.sc","sticker_toymaker_thankyou","bg_image_valley_event_slingshot_shenanigangs",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_02","bg_image_village_resource_clay","Claydigger","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_03","bg_image_village_resource_clay","Claydigger","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_04","bg_image_village_resource_wood","Lumberjack","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_05","bg_image_village_resource_stone","Stonemason","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_07","bg_image_village_resource_clay","Claydigger","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_09","bg_image_village_resource_stone","Stonemason","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_10","bg_image_village_resource_clay","Claydigger","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_11","bg_image_village_resource_clay","Claydigger","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_12","bg_image_village_library","Researcher","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_13","bg_image_village_library","Researcher","Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_14","bg_image_village_library","Researcher","Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE016_SLINGSHOTSHENANIGANS_STAGE3_JOB_15","bg_image_village_library","Researcher","Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge017_IndigoCloudSpirit","TID_CHALLENGE017_INDIGOCLOUDSPIRIT_TITLE","Librarian","ChallengeCart",100,"Academy",,,"ChallengeSiteIndigoField",,1209600,6,,"NationIndigoField",1,,,,1,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_INTRO","prefab/valley_event_indigo_cloud_spirit.pfb#stage1","sc/ui.sc","sticker_librarian_wave",86400,"bg_image_valley_event_indigo_cloud_spirit","TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE1","prefab/valley_event_indigo_cloud_spirit.pfb#stage1","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_event_indigo_cloud_spirit",48,100,100,40,100,100,100,"ConstructionAny","Cotton","Wool",,,,,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_WIN","prefab/valley_event_indigo_cloud_spirit.pfb#stage4","sc/ui.sc","sticker_librarian_celebrate","bg_image_valley_event_indigo_cloud_spirit","TID_CHALLENGE017_INDIGOCLOUDSPIRIT_LOSE_STAGE1","prefab/valley_event_indigo_cloud_spirit.pfb#stage1","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_event_indigo_cloud_spirit",86400,"FasterNationIndigoField",86400,,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2","prefab/valley_event_indigo_cloud_spirit.pfb#stage2","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_event_indigo_cloud_spirit",,,,,,,,,,,43200,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_01","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_LOSE_STAGE2","prefab/valley_event_indigo_cloud_spirit.pfb#stage2","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_event_indigo_cloud_spirit",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_02","bg_image_valley_construction","Builder","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_03","bg_image_valley_construction","Builder","Coins",882,,,66,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_04","bg_image_valley_construction","Builder","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_05","bg_image_valley_construction","Builder","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_06","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_07","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_08","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_09","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_10","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_11","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_12","bg_image_village_resource_clay","Claydigger","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_13","bg_image_village_resource_clay","Claydigger","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_14","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE2_JOB_15","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3","prefab/valley_event_indigo_cloud_spirit.pfb#stage3","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_event_indigo_cloud_spirit",,,,,,,,,,,43200,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_LOSE_STAGE3","prefab/valley_event_indigo_cloud_spirit.pfb#stage3","sc/ui.sc","sticker_farmers_thankyou","bg_image_valley_event_indigo_cloud_spirit",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_02","bg_image_valley_construction","Builder","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_03","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_04","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_05","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_06","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_07","bg_image_village_library","Researcher","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_08","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_09","bg_image_village_library","Researcher","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_10","bg_image_village_library","Researcher","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_11","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE017_INDIGOCLOUDSPIRIT_STAGE3_JOB_12","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
