"ResourceCount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60"
1720,130,130,130,130,120,120,80,70,70,60,60,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,130,130,130,130,130,120,80,70,70,60,60,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,130,130,130,130,130,130,80,70,70,60,60,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,130,130,130,130,130,130,80,70,70,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,140,130,130,130,130,130,80,70,70,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,140,140,130,130,130,130,80,70,70,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,140,140,130,130,130,130,80,70,70,60,60,60,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,140,140,130,130,130,130,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,140,140,130,130,130,130,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,140,140,130,130,130,130,80,80,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,140,140,140,130,130,130,80,80,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,140,140,140,130,130,130,90,80,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,140,140,140,130,130,130,90,80,70,70,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,140,140,140,130,130,130,90,80,70,70,60,60,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,140,140,140,140,130,130,90,80,70,70,60,60,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,140,140,140,140,130,130,90,80,70,70,60,60,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,140,140,140,140,140,130,90,80,70,70,60,60,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,140,140,140,140,140,130,90,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,140,140,140,140,140,130,90,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,40,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,140,140,140,140,140,140,90,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,40,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,150,140,140,140,140,140,90,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,40,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,150,150,140,140,140,140,90,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,40,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,150,150,140,140,140,140,90,80,70,70,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,150,150,140,140,140,140,90,80,70,70,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,150,150,150,140,140,140,90,80,70,70,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,150,150,150,140,140,140,90,80,80,70,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,150,150,150,140,140,140,90,80,80,70,70,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,150,150,150,140,140,140,90,80,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,150,150,150,140,140,140,90,80,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,150,150,150,150,140,140,90,80,80,70,70,60,60,60,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,160,150,150,150,150,150,100,90,80,70,70,60,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,160,160,160,160,160,160,100,90,80,80,70,70,60,60,60,60,50,50,50,50,50,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,170,170,170,160,160,160,110,90,90,80,80,70,70,60,60,60,60,50,50,50,50,50,50,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,180,180,170,170,170,170,110,100,90,80,80,70,70,70,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,180,180,180,180,180,180,120,100,90,90,80,80,70,70,70,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,190,190,190,180,180,180,120,110,100,90,80,80,80,70,70,70,60,60,60,60,50,50,50,50,50,50,50,50,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,200,190,190,190,190,190,120,110,100,90,90,80,80,70,70,70,70,60,60,60,60,60,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,200,200,200,200,200,190,130,110,100,100,90,90,80,80,70,70,70,70,60,60,60,60,60,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,200,200,200,200,190,190,130,110,100,100,90,80,80,80,70,70,70,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,200,200,200,200,200,200,130,120,110,100,90,90,80,80,80,70,70,70,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,210,210,210,210,210,210,130,120,110,100,100,90,90,80,80,70,70,70,70,60,60,60,60,60,60,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,220,220,220,210,210,210,140,130,110,110,100,90,90,80,80,80,70,70,70,70,60,60,60,60,60,60,60,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,230,220,220,220,220,220,140,130,120,110,100,100,90,90,80,80,80,70,70,70,70,60,60,60,60,60,60,60,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,230,230,230,230,220,220,150,130,120,110,110,100,90,90,90,80,80,80,70,70,70,70,70,60,60,60,60,60,60,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,240,230,230,230,230,230,150,140,120,120,110,100,100,90,90,80,80,80,80,70,70,70,70,70,60,60,60,60,60,60,60,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,240,240,240,240,240,240,150,140,130,120,110,100,100,90,90,90,80,80,80,80,70,70,70,70,70,60,60,60,60,60,60,60,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,250,250,250,250,240,240,160,140,130,120,110,110,100,100,90,90,90,80,80,80,70,70,70,70,70,70,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,260,250,250,250,250,250,160,150,130,130,120,110,100,100,100,90,90,90,80,80,80,70,70,70,70,70,70,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,260,260,260,260,260,260,170,150,140,130,120,110,110,100,100,90,90,90,80,80,80,80,70,70,70,70,70,70,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,260,250,250,250,250,250,160,150,130,130,120,110,110,100,100,90,90,90,80,80,80,80,70,70,70,70,70,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,
4200,260,260,260,260,260,260,170,150,140,130,120,110,110,100,100,90,90,90,80,80,80,80,80,70,70,70,70,70,70,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,
4300,270,270,270,260,260,260,170,160,140,130,120,120,110,110,100,100,90,90,90,80,80,80,80,80,70,70,70,70,70,70,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,
4400,270,270,270,270,270,270,170,160,150,140,130,120,110,110,100,100,100,90,90,90,80,80,80,80,80,70,70,70,70,70,70,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,
4500,280,280,280,280,270,270,180,160,150,140,130,120,120,110,110,100,100,90,90,90,90,80,80,80,80,80,70,70,70,70,70,70,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,
4600,290,290,280,280,280,280,180,170,150,140,130,130,120,110,110,100,100,100,90,90,90,90,80,80,80,80,70,70,70,70,70,70,70,70,60,60,,,,,,,,,,,,,,,,,,,,,,,,
4700,290,290,290,290,280,280,190,170,160,140,140,130,120,120,110,110,100,100,100,90,90,90,80,80,80,80,80,70,70,70,70,70,70,70,70,60,,,,,,,,,,,,,,,,,,,,,,,,
4800,300,300,300,300,290,290,190,170,160,150,140,130,120,120,110,110,100,100,100,90,90,90,90,80,80,80,80,80,70,70,70,70,70,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,
4900,300,300,300,300,300,300,190,180,160,150,140,130,130,120,120,110,110,100,100,100,90,90,90,90,80,80,80,80,80,80,70,70,70,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,
5000,300,300,300,300,300,290,190,170,160,150,140,130,120,120,110,110,100,100,100,90,90,90,90,80,80,80,80,80,80,70,70,70,70,70,70,70,60,60,60,,,,,,,,,,,,,,,,,,,,,
5100,300,300,300,300,300,300,190,180,160,150,140,130,130,120,120,110,110,100,100,100,90,90,90,90,80,80,80,80,80,80,70,70,70,70,70,70,70,70,60,,,,,,,,,,,,,,,,,,,,,
5200,310,310,310,300,300,300,200,180,170,150,140,140,130,120,120,110,110,100,100,100,100,90,90,90,90,80,80,80,80,80,80,70,70,70,70,70,70,70,70,,,,,,,,,,,,,,,,,,,,,
5300,310,310,310,310,310,310,200,180,170,160,150,140,130,130,120,120,110,110,100,100,100,90,90,90,90,90,80,80,80,80,80,80,70,70,70,70,70,70,70,,,,,,,,,,,,,,,,,,,,,
5400,320,320,320,320,310,310,210,190,170,160,150,140,130,130,120,120,110,110,110,100,100,100,90,90,90,90,90,80,80,80,80,80,80,70,70,70,70,70,70,,,,,,,,,,,,,,,,,,,,,
5500,330,330,330,320,320,320,210,190,180,160,150,140,140,130,120,120,120,110,110,100,100,100,100,90,90,90,90,80,80,80,80,80,80,80,70,70,70,70,70,,,,,,,,,,,,,,,,,,,,,
5600,330,330,330,330,330,320,210,190,180,170,160,150,140,130,130,120,120,110,110,110,100,100,100,100,90,90,90,90,80,80,80,80,80,80,80,70,70,70,70,,,,,,,,,,,,,,,,,,,,,
5700,340,340,330,330,330,330,220,200,180,170,160,150,140,140,130,120,120,120,110,110,110,100,100,100,90,90,90,90,90,80,80,80,80,80,80,80,70,70,70,,,,,,,,,,,,,,,,,,,,,
5800,350,340,340,340,340,340,220,200,190,170,160,150,140,140,130,130,120,120,110,110,110,100,100,100,100,90,90,90,90,90,80,80,80,80,80,80,80,70,70,,,,,,,,,,,,,,,,,,,,,
5900,350,350,350,350,340,340,230,200,190,170,160,150,150,140,130,130,120,120,120,110,110,110,100,100,100,100,90,90,90,90,90,80,80,80,80,80,80,80,70,,,,,,,,,,,,,,,,,,,,,
6000,350,350,350,350,350,350,230,210,190,180,170,160,150,140,140,130,130,120,120,110,110,110,100,100,100,100,90,90,90,90,90,90,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,,,,,,
6100,360,360,360,360,360,360,230,210,190,180,170,160,150,140,140,130,130,120,120,120,110,110,110,100,100,100,100,90,90,90,90,90,90,80,80,80,80,80,80,,,,,,,,,,,,,,,,,,,,,
6200,370,370,360,360,360,360,240,210,200,180,170,160,150,150,140,140,130,130,120,120,110,110,110,110,100,100,100,100,90,90,90,90,90,90,80,80,80,80,80,,,,,,,,,,,,,,,,,,,,,
6300,370,370,370,370,370,360,240,220,200,190,170,170,160,150,140,140,130,130,120,120,120,110,110,110,100,100,100,100,100,90,90,90,90,90,90,80,80,80,80,,,,,,,,,,,,,,,,,,,,,
6400,380,380,380,370,370,370,240,220,200,190,180,170,160,150,150,140,130,130,130,120,120,110,110,110,110,100,100,100,100,100,90,90,90,90,90,90,80,80,80,,,,,,,,,,,,,,,,,,,,,
6500,380,380,380,380,380,380,250,220,210,190,180,170,160,150,150,140,140,130,130,120,120,120,110,110,110,110,100,100,100,100,100,90,90,90,90,90,90,80,80,,,,,,,,,,,,,,,,,,,,,
6600,390,390,390,390,380,380,250,230,210,200,180,170,160,160,150,140,140,130,130,130,120,120,120,110,110,110,100,100,100,100,100,90,90,90,90,90,90,90,80,,,,,,,,,,,,,,,,,,,,,
6700,390,390,390,390,390,390,250,230,210,200,190,180,170,160,150,150,140,140,130,130,120,120,120,110,110,110,110,100,100,100,100,100,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,,,,,,
6800,400,400,400,400,390,390,260,230,220,200,190,180,170,160,150,150,140,140,130,130,130,120,120,120,110,110,110,110,100,100,100,100,100,90,90,90,90,90,90,,,,,,,,,,,,,,,,,,,,,
6900,410,410,400,400,400,400,260,240,220,200,190,180,170,160,160,150,150,140,140,130,130,120,120,120,110,110,110,110,110,100,100,100,100,100,90,90,90,90,90,,,,,,,,,,,,,,,,,,,,,
7000,410,410,410,410,410,410,270,240,220,210,190,180,170,170,160,150,150,140,140,130,130,130,120,120,120,110,110,110,110,100,100,100,100,100,100,90,90,90,90,,,,,,,,,,,,,,,,,,,,,
8000,600,600,600,600,500,500,300,300,300,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,
9000,700,700,600,600,600,600,400,300,300,300,300,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,
10000,700,700,700,700,600,600,400,400,300,300,300,300,200,200,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
11000,800,800,800,700,700,700,400,400,400,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
12000,800,800,800,800,800,800,500,400,400,400,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
13000,900,900,800,800,800,800,500,500,400,400,400,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
14000,900,900,900,900,900,900,600,500,400,400,400,400,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,
15000,1000,1000,1000,900,900,900,600,500,500,400,400,400,400,300,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,100,100,100,100,,,,,,,,,,,,,,,,,,
16000,1000,1000,1000,1000,1000,900,600,500,500,500,400,400,400,400,300,300,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,,,,,,,,,,,,,,,,,,
17000,1100,1100,1100,1000,1000,1000,700,600,500,500,500,400,400,400,400,300,300,300,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,,,,,,,,,,,,,,,,,,
18000,1100,1100,1100,1100,1100,1100,700,600,600,500,500,500,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,,,,,,,,,,,,,,,,,,
19000,1200,1200,1200,1200,1100,1100,700,700,600,600,500,500,500,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,,,,,,,,,,,,,,,,,,
20000,1200,1200,1200,1200,1200,1200,700,700,600,600,500,500,500,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,,,,,,,,,,,,,,,
21000,1300,1300,1300,1200,1200,1200,800,700,600,600,600,500,500,500,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,200,200,,,,,,,,,,,,,,,
22000,1400,1300,1300,1300,1300,1300,800,700,700,600,600,500,500,500,500,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,200,200,200,200,200,200,200,200,200,200,,,,,,,,,,,,,,,
23000,1400,1400,1400,1300,1300,1300,900,800,700,600,600,600,500,500,500,500,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,200,200,200,200,200,200,200,,,,,,,,,,,,,,,
24000,1400,1400,1400,1400,1400,1400,900,800,700,700,600,600,600,500,500,500,500,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,200,200,200,200,200,,,,,,,,,,,,,,,
25000,1500,1500,1500,1400,1400,1400,900,800,800,700,700,600,600,500,500,500,500,500,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,200,200,,,,,,,,,,,,,,,
26000,1500,1500,1500,1500,1500,1500,900,900,800,700,700,600,600,600,500,500,500,500,500,400,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,,,,,,,,,,,,,,
27000,1600,1600,1600,1500,1500,1500,1000,900,800,800,700,700,600,600,600,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,,,,,,,,,,,,,,
28000,1700,1700,1600,1600,1600,1600,1000,900,800,800,700,700,600,600,600,600,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,,,,,,,,,,,,,,,
29000,1700,1700,1700,1600,1600,1600,1100,1000,900,800,800,700,700,600,600,600,600,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,,,,,,,,,,,,,,,
30000,1700,1700,1700,1700,1600,1600,1100,1000,900,800,800,700,700,600,600,600,600,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,300,300,,,,,,,,,,,,
31000,1800,1800,1700,1700,1700,1700,1100,1000,900,800,800,700,700,700,600,600,600,600,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,300,300,,,,,,,,,,,,
32000,1800,1800,1800,1800,1800,1700,1100,1000,900,900,800,800,700,700,700,600,600,600,600,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,300,300,,,,,,,,,,,,
33000,1900,1900,1800,1800,1800,1800,1200,1100,1000,900,800,800,700,700,700,600,600,600,600,600,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300,300,300,300,300,300,,,,,,,,,,,,
34000,1900,1900,1900,1900,1800,1800,1200,1100,1000,900,900,800,800,700,700,700,600,600,600,600,600,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300,300,300,300,,,,,,,,,,,,
35000,2000,2000,2000,1900,1900,1900,1200,1100,1000,900,900,800,800,700,700,700,700,600,600,600,600,600,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300,300,,,,,,,,,,,,
36000,2000,2000,2000,2000,1900,1900,1300,1100,1000,1000,900,900,800,800,700,700,700,700,600,600,600,600,600,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,,,,,,,,,,,,
37000,2000,2000,2000,2000,2000,2000,1300,1200,1100,1000,900,900,800,800,800,700,700,700,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,,,,,,,,,,,
38000,2100,2100,2100,2100,2100,2000,1300,1200,1100,1000,1000,900,900,800,800,700,700,700,700,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,,,,,,,,,,,
39000,2200,2200,2100,2100,2100,2100,1400,1200,1100,1100,1000,900,900,800,800,800,700,700,700,700,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,,,,,,,,,,,,
40000,2200,2100,2100,2100,2100,2100,1400,1200,1100,1000,1000,900,900,800,800,800,700,700,700,700,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,,,,,,,,
41000,2200,2200,2200,2100,2100,2100,1400,1300,1200,1100,1000,900,900,900,800,800,800,700,700,700,700,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,400,400,,,,,,,,,
42000,2300,2300,2200,2200,2200,2200,1400,1300,1200,1100,1000,1000,900,900,800,800,800,700,700,700,700,700,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,400,400,,,,,,,,,
43000,2300,2300,2300,2300,2200,2200,1500,1300,1200,1100,1100,1000,900,900,900,800,800,800,700,700,700,700,700,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,400,,,,,,,,,
44000,2400,2300,2300,2300,2300,2300,1500,1400,1200,1200,1100,1000,1000,900,900,800,800,800,800,700,700,700,700,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,400,400,,,,,,,,,
45000,2400,2400,2400,2400,2400,2300,1500,1400,1300,1200,1100,1000,1000,900,900,900,800,800,800,700,700,700,700,700,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,400,400,400,400,400,400,400,,,,,,,,,
46000,2500,2400,2400,2400,2400,2400,1600,1400,1300,1200,1100,1100,1000,1000,900,900,800,800,800,800,700,700,700,700,700,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,500,400,400,400,400,400,,,,,,,,,
47000,2500,2500,2500,2500,2500,2400,1600,1400,1300,1200,1200,1100,1000,1000,900,900,900,800,800,800,800,700,700,700,700,700,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,500,400,400,400,400,,,,,,,,,
48000,2600,2500,2500,2500,2500,2500,1600,1500,1300,1300,1200,1100,1000,1000,1000,900,900,900,800,800,800,700,700,700,700,700,700,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,500,500,400,400,,,,,,,,,
49000,2600,2600,2600,2500,2500,2500,1600,1500,1400,1300,1200,1100,1100,1000,1000,900,900,900,800,800,800,800,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,,,,,,,,
50000,2600,2600,2600,2500,2500,2500,1600,1500,1400,1300,1200,1100,1100,1000,1000,900,900,900,800,800,800,800,700,700,700,700,700,700,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,500,500,400,400,400,400,,,,,,
51000,2600,2600,2600,2600,2600,2600,1700,1500,1400,1300,1200,1100,1100,1000,1000,900,900,900,800,800,800,800,800,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,500,500,400,400,,,,,,
52000,2700,2700,2700,2600,2600,2600,1700,1500,1400,1300,1200,1200,1100,1100,1000,1000,900,900,900,800,800,800,800,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,,,,,
53000,2700,2700,2700,2700,2700,2700,1700,1600,1400,1300,1300,1200,1100,1100,1000,1000,900,900,900,900,800,800,800,800,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,,,,,
54000,2800,2800,2700,2700,2700,2700,1800,1600,1500,1400,1300,1200,1100,1100,1000,1000,1000,900,900,900,800,800,800,800,800,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,500,,,,,,
55000,2800,2800,2800,2800,2800,2800,1800,1600,1500,1400,1300,1200,1200,1100,1100,1000,1000,900,900,900,900,800,800,800,800,800,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,500,,,,,,
56000,2900,2900,2900,2800,2800,2800,1800,1700,1500,1400,1300,1300,1200,1100,1100,1000,1000,1000,900,900,900,900,800,800,800,800,800,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,500,500,,,,,,
57000,2900,2900,2900,2900,2800,2800,1900,1700,1600,1400,1400,1300,1200,1200,1100,1100,1000,1000,1000,900,900,900,800,800,800,800,800,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,500,,,,,,
58000,3000,3000,3000,2900,2900,2900,1900,1700,1600,1500,1400,1300,1200,1200,1100,1100,1000,1000,1000,900,900,900,900,800,800,800,800,800,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,500,500,,,,,,
59000,3000,3000,3000,3000,3000,2900,1900,1700,1600,1500,1400,1300,1300,1200,1100,1100,1100,1000,1000,1000,900,900,900,900,800,800,800,800,800,700,700,700,700,700,700,700,700,600,600,600,600,600,600,600,600,600,600,600,600,500,500,500,500,500,,,,,,
